Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
كليح,كليح بمعنى قوي عين اي انه لاحياء فيه.,Western,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: اختر الجملة التي تستخدم ""كليح"" بشكل صحيح: 
الخيارات: 
A) هو كليح في دراسته. 
B) كانت السيارة كليح. 
C) لا تخف، أنا كليح مثل الجبل. 
D) الطعام كان كليحاً للغاية.",C
كمخة,صفة للشخص الذي لا يفقه ما يعمل,Central,"المهمة: حدد الجملة التي تعبر عن استخدام الكلمة بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'كمخة' بشكل صحيح؟
الخيارات:
أ) هو كمخة في دراسته.
ب) هي كمخة في الرياضة.
ج) أنا كمخة في الطهي.
د) هم كمخون في الفهم.
الإجابة الصحيحة:",
كُورته,"كورته : كان يطلق قديما قي الحجاز للفستان بكورته "" كرته "" بضم الكاف",Southern,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: اختر الجملة التي تناسب كلمة ""كُورته"" بشكل طبيعي. 
الخيارات: 
A) أنتي شفتين وش لبست اليوم، كان جميل جداً! 
B) الكورته حقت أمك في العيد كانت مميزة. 
C) وين راحت السيارة الجديدة؟ 
D) الفطور اليوم كان لذيذ.",B
كوفالة,القماش الذي يلف به الرضيع (المهاد),General,"المهمة: اختر استخدام الكلمة في سياق صحيح.
السؤال: أي من الجمل التالية تستخدم 'كوفالة' بشكل صحيح؟
الخيارات:
أ) استخدم الكوفالة في الطهي.
ب) لف الطفل في الكوفالة بشكل لطيف.
ج) رؤية الكوفالة في المكتبة.
د) شراء الكوفالة من المتجر.",ب
كويحه,الشخص شديد السواد ذو اللون الاسود سواء أنثى او ذكر,Western,"المهمة: اختر الجملة المناسبة لاستخدام الكلمة 'كويحه'.
السؤال: أي من الجمل التالية تحتوي على كلمة 'كويحه' بشكل صحيح؟
الخيارات:
أ) هو كويحه بشكل واضح.
ب) تبدو السماء كويحه.
ج) الكتاب كويحه.
د) الفتاة جالسة كويحه.",أ
لا تنوشه,أي=لاتقرب منه,General,"### نوع السؤال: الاستخدام السياقي
- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
- السؤال: أي من الجمل التالية تستخدم كلمة ""لا تنوشه"" بشكل صحيح؟ 
- الخيارات:
 A) لا تنوشه، فهو غاضب. 
 B) لا تنوشه، الجو جميل. 
 C) لا تنوشه، هذا طعام لذيذ. 
 D) لا تنوشه، Сегодня хорошая погода. 
-",A
لاأدرانية,هو الموقف المحايد والمعلّق للحكم في مسألة وجود الله،وفي عدم وجوده في نفس الوقت ، لان لا شيء معروف او يمكن معرفته قادر على حسم هذه المسألة ذات الطابع الفوق ماديّ (ميتافيزيقي),Central,"### نوع السؤال: الاستخدام السياقي
- المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.
- السؤال: أكمل الجملة بالمصطلح المناسب: ""في نقاشاتهم حول الدين، يتبنى بعضهم كوجهة نظر.""
- الخيارات:
 A) الإيمان 
 B) اللاأدرانية 
 C) الإلحاد 
 D) الصوفية 
-",B
لاأدريّ,شخص له موقف اللاأدرانية والانثى منه لا-أدرية وهو ليس بملحد ولا مؤمن بالله,Central,"المهمة: اختر الجملة التي تُبيّن الاستخدام الصحيح للمصطلح.
السؤال: أي من الجمل التالية تستخدم كلمة 'لاأدري' بشكل صحيح؟
الخيارات:
أ) أنا لاأدري عما يجري في بلادنا
ب) لاأدري كان يصلي في المسجد
ج) هم لاأدريين في عقيدتهم
د) لا أؤمن لاأدري بوجود الله",أ
لاقيه,أي استغله، دون أن يشعر الطرف الآخر بالاستغلال,Central,"المهمة: اختر الاستخدام الأنسب للكلمة في السياق.
السؤال: أي جملة تعبر عن استخدام الكلمة 'لاقيه' بشكل مناسب؟
الخيارات:
أ) صديقي لاقيه في التعاملات المالية.
ب) أحب أن أكون صادقًا في كل شيء.
ج) كنت ألعب في الحديقة.
د) ذهبت إلى السوق.",أ
لبِّد,بمعنى خبيءالشيء لايراه أحد . كلمة منتشرة بالشرقية في السعودية. للمرة الثانية أطالب بوضع خانة خاصة للهجة الشرقاوية بالسعودية وشكراً.,General,"المهمة: اختر الجملة الصحيحة التي تستخدم فيها الكلمة 'لبِّد'.
السؤال: أي من الجمل التالية يستخدم فيه المصطلح 'لبِّد' بشكل صحيح؟
الخيارات:
أ) العصفور لبِّد عشه في الشجرة.
ب) الأم تحضر الطعام.
ج) السيارة تسير بسرعة.
د) الكتاب فوق الطاولة.",أ
لفع,لَفَعَ :ضَرَبَ ومفردها لَفْعَةْ أما لَفَّع : فهي المبالغة في الضرب وتستخدم عند أهل القصيم,Central,"### نوع السؤال: الاستخدام السياقي 
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ألاحظ أن الجملة التالية تستخدم كلمة ""لفع"": ""إذا لم تنهي الواجب، سأضربك مرة واحدة، ترا بألفعك."" ماذا تعني ""ألفعك"" هنا؟ 
الخيارات: 
أ) سأحبك 
ب) سأعاقبك 
ج) سأضربك 
د) سأذهب",ج
لق لق,بمعنى : كثير الكلام,General,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجملة التي تحتوي على كلمة ""لق لق"" بالشكل الصحيح. 
السؤال: أي من الجمل التالية أفضل استخدامًا لكلمة ""لق لق""؟ 
الخيارات: 
A) الجو جميل اليوم. 
B) أنت وراك لق لق كذا كثير كلامك لق لق لق لق لق. 
C) أريد الذهاب إلى السوق. 
D) هذه المدينة هادئة.",B
لكلوك,هو حذاء مصنوع من القماش وهو نوعين منه نوع من الصوف ونوع اخر يستخدم لحماية القدمين من السراميك ويستخدم غالباً في فصل الصيف,Western,"المهمة: حدد استخدام كلمة 'لكلوك' في الجملة.
السؤال: في أي جملة تم استخدام كلمة 'لكلوك' بشكل صحيح؟
الخيارات:
أ) لم أجد لكلوك يناسبني
ب) اشتريت طعاماً لذيذاً
ج) كانت الأمطار غزيرة
د)ٍ ذهبت إلى المدرسة",أ
لَكِيعْ,بكسر الكاف وهي كلمة تطلق على الشخص المتكاسل في أداء ما يُوكل إليهِ و الصفة منها (لَكَاعَة) لكِيع للمُذكر لكِيعة للمؤنث,Western,"المهمة: اختر الجملة التي تعبر عن استخدام كلمة 'لَكِيعْ' في السياق المناسب.
السؤال: أي من الجمل التالية تحتوي على استخدام للمصطلح 'لَكِيعْ'؟
الخيارات:
أ) محمد لَكِيعْ ولا ينجز عمله
ب) علي يشتري طعامًا
ج) سارة تدرس جيدًا
د) ليلى تتنزه في الحديقة",أ
لم,وتعني إلى,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'لم' بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم كلمة 'لم' بشكل صحيح؟
الخيارات:
أ) بنروح لم البحر
ب) جلست لم المكتبة
ج) رحت لم جدي
د) اشترى لم لعب",ج
له,"له : اختصار لعبارة ""إلى هذا."". فأحياناً يجب أن تتحدث بسرعة، فتضطر إلى مثل هذه الإختصارات. طالع اختصارات أخرى هل",Southern,"المهمة: اختر الجملة التي تُستخدم فيها 'له' بشكل صحيح.
السؤال: أي الجمل التالية تستخدم 'له' بشكل صحيح؟
الخيارات:
أ) أكمل المارثون لهالكثير من المتسابقين.
ب) لهدرجة أنت ذكي!
ج) السماء زرقاء له.
د) الباب مفتوح لهالمصباح.",ب
لومي,اللومي في اللهجة السعودية القطيفية تعني الليمون الصغير الاخضر.,General,"### نوع السؤال: الاستخدام السياقي
Task: Choose only one answer without any additional notes.
Question: في أي جملة يمكن استخدام ""لومي"" بشكل صحيح؟
Options: 
A) أحب عصير البرتقال مع الإفطار. 
B) أضيفت لومي إلى السلطة لتحسين النكهة. 
C) أشتري تفاح طازج من السوق. 
D) أحب الحلويات الفرنسية. 
Correct answer: B",
مْأتِّش,بفتح الألف وشدة وكسرة على التاء يعني وااصلة معااه للآآخر ومعصصب. والكلمة مشتقة أصلن من حرف الإتش اللي فالعداد حق حرارة السيارة لما توللع توصل للإتش (هوت).,Western,"### نوع السؤال: الاستخدام السياقي 
المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية. 
السؤال: في أي جملة يمكن أن نستخدم ""مْأتِّش"" بشكل طبيعي؟ 
الخيارات: 
A) شوف كيف مْأتِّش زميلي بعد يوم طويل في العمل. 
B) اليوم الطقس جميل جدًا، سأخرج للخارج. 
C) هذا الكتاب مثير للاهتمام جدًا. 
D) إني سعيدة بالنجاح في الاختبار.) شوف كيف مْأتِّش زميلي بعد يوم طويل في العمل.",A
ما أبغا,لا اريد,General,"- المهمة: اختر الجملة التي تتضمن الكلمة بشكل طبيعي.
- السؤال: أي من الجمل التالية تستخدم ""ما أبغا"" بشكل صحيح؟
- الخيارات: 
 A) ما بدي أذهب للسوق اليوم. 
 B) أنا أريد الذهاب للمدرسة. 
 C) هل تريد أن تأكل؟ 
 D) أريد شرب الماء. 
-",A
امصع,يعني اسحب بقوه مثلا: الام اذا قالت لولدها تراني بمصع اذنك لو ما درست,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام الكلمة في سياق مناسب.
السؤال: كيف يمكن استخدام كلمة 'امصع' في جملة صحيحة؟
الخيارات:
أ) امصع الجو اليوم
ب) امصع الكتاب على الطاولة
ج) لو ما تلتزم بكلامك بمصع يدك
د) امصع الوقت بسرعة",ج
مَاطِيقْ,ماطيق أو ما اطيق باللهجة الغامدية تعني ليس لديّ طاقة لفعل هذا الأمر,Southern,"المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: في أي جملة يمكن استخدام كلمة ""مَاطِيقْ"" بشكل طبيعي؟ 
الخيارات: 
A) أنا ماطيق أروح السوق اليوم. 
B) أنا ماطيق ألعب كرة القدم. 
C) أنا ماطيق أقرأ كتاب. 
D) جميع الخيارات صحيحة.",D
مالش,يستعمل للسمح والعفو,General,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'مالش'.
السؤال: أي من الجمل التالية تستخدم كلمة 'مالش' بشكل صحيح؟
الخيارات:
أ) أنا أحب الطعام.
ب) أبوي يقول لي مالش إذا زعلت.
ج) أريد الذهاب للمدرسة.
د) الجو جميل اليوم.",ب
مالك لوا,معناها لا لكن بطريقة مهذبة,Southern,"المهمة: اختر الجملة التي تستخدم 'مالك لوا' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم 'مالك لوا' بشكل مناسب؟
الخيارات:
أ) أحتاج مساعدتك - مالك لوا.
ب) هل ترغب في الذهاب؟ - مالك لوا.
ج) ماذا تريد؟ - مالك لوا.
د) لن أذهب - مالك لوا.",ب
مالي,وش فيني او ماخطبي,General,"المهمة: اختر الاستخدام المناسب لكلمة 'مالي' في السياق.
السؤال: في أي سياق يمكن استخدام كلمة 'مالي' بشكل صحيح؟
الخيارات:
أ) عندما تشعر بالضيق
ب) عند الفوز بجائزة
ج) عند تناول الطعام
د) عند السفر",أ
مالي خلق,يعني انا غير موافق لانني منهك تعبان او مطنش,General,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجملة المناسبة التي تتضمن الكلمة. 
السؤال: أي من الجمل التالية تستخدم ""مالي خلق"" بشكل صحيح؟ 
الخيارات: 
A) أنا أحب الرياضة، مالي خلق للعب. 
B) مالي خلق للذهاب إلى السوق اليوم. 
C) الجو جميل، مالي خلق للجلوس في المنزل. 
D) هناك الكثير من الطعام، مالي خلق للأكل..",B
منقه,فاكهة المانجو,General,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: في أي جملة يمكن استخدام كلمة ""منقه"" بشكل طبيعي؟ 
الخيارات: 
A) السيارة منقه. 
B) اني اليوم اكلت منقه. 
C) أنا أحب قراءة منقه. 
D) الجو جميل اليوم.",B
ماني,"مَانِي ، ماني بِ ماني هي اختصار ل ما إنِّي والتي تستخدم للنفي وتقوم بمقام كلمة ""لست"" او ""لن"".",Southern,"المهمة: اختر الاستخدام الصحيح لكلمة 'ماني'.
السؤال: أي من الجمل التالية تستخدم 'ماني' بشكل صحيح؟
الخيارات:
أ) ماني أبي أسافر
ب) ماني بخير
ج) كل شيء ماني
د) ماني في البيت",أ
ماني فايضلكم,ماني فايضلكم يهوا : لست مهتم لكن,Western,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجملة التي تستخدم فيها الكلمة بشكل طبيعي.
السؤال: أي الجمل التالية تستخدم كلمة ""ماني فايضلكم"" بشكل صحيح؟
الخيارات:
A) ماني فايضلكم اليوم في السوق. 
B) ماني فايضلكم في موضوع الدراسة. 
C) ماني فايضلكم لأنني أدرس. 
D) ماني فايضلكم لأني أحب الطعام..",B
ماودي,مابغى,General,"المهمة: اختر الجملة الصحيحة التي تحتوي على كلمة 'ماودي'.
السؤال: أي من الجمل التالية تستخدم كلمة 'ماودي' بشكل صحيح؟
الخيارات:
أ) ماودي أكل فواكه
ب) أحب أكل فواكه
ج) ماودي الروحة
د) مابغى اروح",د
مبربج,"تطلق صفة ""مبربج"" على وجه الشخص الذي استيقظ من النوم لكن ما زالت آثار تغيّرات شكل الوجه واضحة عليه بسبب النوم العميق.",General,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'مبربج'.
السؤال: أي من الجمل التالية هي الصحيحة؟
الخيارات:
أ) كان وجه علي مبربج لأنه نام مبكراً.
ب) وجهه كان مبربج لأنه استيقظ للتو.
ج) كانت سماء الرياض مبربجة اليوم.
د) أحمد يحب أن يكون مبربج في الصباح.",ب
مُبّطِي,مبطي تعني منذ زمن ( من زمان ),Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: أكمل الجملة: ""قبل منتهية، كنت مشغولاً كثيراً"". 
الخيارات: 
A) اليوم 
B) مبطي 
C) السنة الماضية 
D) الأسبوع",B
مبوبز,اي جلس جلسة القرفصاء قال ابن الأَعرابي: قعد القُرْفُصا، وهو أَن يقعد على رجليه ويجمع ركبتيه ويقبض يديه إِلى صدره,Southern,"المهمة: اختر الجملة التي استخدام كلمة 'مبوبز' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'مبوبز' بشكل صحيح؟
الخيارات:
أ) رأيت السيارة تسير مبوبزاً
ب) جلست مع أصدقائي مبوبزاً
ج) هو يكتب الواجب مبوبزاً
د) الصقر يحلق مبوبزاً",ب
مِتْحّاقُهْ,اختصار عساه بالماحق,Western,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'مِتْحّاقُهْ'.
السؤال: أي من الجمل التالية تُظهر استخدام كلمة 'مِتْحّاقُهْ'؟
الخيارات:
أ) مِتْحّاقُهْ ما شفت كيف يطالع فينا!
ب) الجو اليوم جميل جداً.
ج) أريد أن أشرب قهوة.
د) أذهب إلى المدرسة كل يوم.",أ
متحيز,"هو ان تميل لأي شيء غير الهدف الاساسي او ان تميل لاي شي غير الصحيح عقلانيًا (و""الصحيح"" هنا يقصد به الصحة ، كما هي معرفة في كتب التفكير الناقد؛ الصحة الاستنباطية ، والدقة الإستقرائية)",General,"المهمة: اختر الجملة التي يظهر فيها استخدام كلمة 'متحيز' بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم كلمة 'متحيز' بشكل صحيح؟
الخيارات:
أ) أنا متحيز لكرة القدم أكثر من السلة.
ب) الجو اليوم جميل.
ج) أحمد ذكي جداً.
د) الكتاب رائع.
الإجابة الصحيحة:",
متختخ,بمعنى الممتليء .,Western,"### نوع السؤال: الاستخدام السياقي 
المهمة: اختر الجملة المناسبة. 
السؤال: ماذا يمكن أن تقول عند الإشارة لشخص ممتلئ الجسم؟ 
الخيارات: 
A) يختي عليه متختخ الواد دا 
B) الولد طويل 
C) البنت نحيفة 
D) الطفل ضائع",A
سامج,يعني ممل او بارد,General,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام الكلمة في سياق مناسب.
السؤال: كيف يمكن استخدام كلمة 'سامج' في جملة صحيحة؟
الخيارات:
أ) السالفة سامجة وما فيها حماس
ب) الجو سامج حار
ج) الوقت سامج سريع
د) الصوت سامج عالي",أ
متصايغ,مائل,Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: في أي جملة تناسب كلمة ""متصايغ"" بشكل طبيعي؟ 
الخيارات: 
A) هذه الجبال رائعة. 
B) الشجرة هذه متصايغ واحتاج لقصها. 
C) السماء زرقاء اليوم. 
D) الماء هنا بارد جداً. 
الجواب الصحيح: B (الشجرة هذه متصايغ واحتاج لقصها.)",
متصربع,مستعجل,Western,"المهمة: اختر الجملة الصحيحة التي تحتوي على الكلمة 'متصربع'.
السؤال: أي من الجمل التالية يستخدم 'متصربع' بشكل صحيح؟
الخيارات:
أ) أنا متصربع ولا أستطيع الانتظار.
ب) أنا متصربع لأصل مبكرًا.
ج) أنا متصربع لأستمتع بالرحلة.
د) أنا متصربع أريد النوم.",أ
مُتفرفث,يعني شيء متفتفت أو منتثر,Central,"المهمة: استخدام الكلمة في سياق مناسب.
السؤال: أي من الجمل التالية يستخدم فيها المصطلح 'مُتفرفث' بشكل صحيح؟
الخيارات:
أ) السماء كانت مُتفرفثة بالنجوم.
ب) العشب كان مُتفرفث بعد المطر.
ج) الكعك مُتفرفث بعد أن خرج من الثلاجة.
د) الكتاب مُتفرفث في المكتبة.",ج
متقصوي,وتقال حينما يجلس الشخص في اقاصي المجلس مما يصعب الحديث معه,Central,"المهمة: اختر الجملة التي تستخدم الكلمة 'متقصوي' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم الكلمة 'متقصوي' بشكل صحيح؟
الخيارات:
أ) أنا أحب الجلوس متقصوي مع الأصدقاء.
ب) هل تفضل الذهاب إلى الحفلة؟
ج) وش فيه خويك متقصوي ؟
د) أنا متقصوي في الأكل.",ج
مجحم,مِجَحِّم ، مِجَحِّمِين ، جَحَّم ، تِجَحَّم وهو الشخص الذي يمر بحالة شبق قوية ، اي يعيش في اقصى حجيم الشبق. واصل الكلمة : جحيم .,General,"### نوع السؤال: الاستخدام السياقي 
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: أي من العبارات التالية تعبر عن استخدام سليم لكلمة ""مجحم""؟ 
الخيارات: 
A) كان مجحمًا في زيارة عائلته. 
B) الشتاء يجعل المشاعر مجحم. 
C) ترك الكرة بسبب ضغوط المجحم. 
D) بعد غياب طويل، أصبح مجحم بعد رؤيتها.",D
مجعوج اجعوج,شيء متشابك وغير مرتب,Western,"### نوع السؤال: الاستخدام السياقي 
#### المهمة 
اختر الجملة التي تناسب استخدام كلمة ""مجعوج اجعوج"". 
#### السؤال 
أي من الجمل التالية تستخدم كلمة ""مجعوج اجعوج"" بشكل صحيح؟ 
#### الخيارات 
A) انتبه، سيارتك مجعوج اجعوج. 
B) اليوم كانت السماء زرقاء. 
C) الكتاب الذي قرأته كان ممتعًا. 
D) العيد يأتي مرة في السنة. 
#### الإجابة الصحيحة 
A) انتبه، سيارتك مجعوج اجعوج.",
مِجِغ,مجغ، بكسر الميم والجيم، كلمة وصف تعني زيادة التخفيف في الدم والاستهتار والبياخة لدرجة المجاغة.,Western,"المهمة: اختر المثال الذي يظهر استخدام كلمة 'مِجِغ' بشكل صحيح.
السؤال: أي من الجمل التالية تُستخدم فيها كلمة 'مِجِغ' بشكل صحيح؟
الخيارات:
أ) تقول الجدة: 'الأطفال مجغين اليوم'.
ب) جاء الضيف في وقت مجغ.
ج) محمد يتمتع بخفة دم مجغ.
د) السيارة كانت سريعة جداً.",ج
محرشه,مَحْرَشَة ، يِتْمَحْرَش ‏ العملية التي يتفاعل فيها شخص أو أكثر بشكل استفزازي جدًا مدفوع بالضغينه او التنافس.,Central,"المهمة: حدد السياق الذي يتم فيه استخدام كلمة 'محرشه'.
السؤال: في أي سياق يُستخدم مصطلح 'محرشه'؟
الخيارات:
أ) في الحفلات الاجتماعية
ب) في المناقشات الرسمية
ج) بين المراهقين في مواقف تنافسية
د) في الأنشطة الثقافية",ج
محنتش,زعلان / و زعلانه للمؤنث,Central,"المهمة: حدد الاستخدام الصحيح لكلمة 'محنتش' في الجملة.
السؤال: أي جملة تستخدم كلمة 'محنتش' بشكل صحيح؟
الخيارات:
أ) الجو حار محنتش.
ب) محنتش بدارها.
ج) أنا أحب محنتش.
د) محنتش زين.",ب
مَخَفَّة,خفيف أو بسيط العقل الذي لا يدرك الأمور من أول وهلة أو الذي تنطلي عليه الحيل بسهولة.,General,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: اختر الجملة التي تحتوي على كلمة ""مَخَفَّة"" بشكل صحيح: 
الخيارات: 
A) ""أحب الدراسة مع فلان لأنه مَخَفَّة."" 
B) ""يعتقد الجميع أن فلان مَخَفَّة."" 
C) ""فلان مَخَفَّة إذا ناقشته في أمور كثيرة."" 
D) ""عمل فلان مَخَفَّة في المجال الفني.""",A
مخفّه,تطلق على الشخص قليل الذكاء أو الملعوب عليه,Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجملة التي تحتوي على الكلمة ""مخفّه"" بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة ""مخفّه"" بشكل صحيح؟
الاختيارات: 
A) أنت يا مخفّه تدرس بجد. 
B) أنت يا مخفّه لا تصدقهم. 
C) نحن نحبك يا مخفّه. 
D) مخفّه يذهب إلى العمل كل يوم.",B
مخمود,تجي بمعنى ناايم، لكن تنقال لما الواحد يكون مقهوور من حااجة.,Western,"المهمة: حدد الاستخدام الصحيح لكلمة 'مخمود' في موقف
السؤال: أي من الجمل التالية تستخدم كلمة 'مخمود' بشكل صحيح؟
الخيارات:
أ) أنا أشعر بالنشاط اليوم.
ب) هو كان مخمود من شدة التعب.
ج) الجو جميل اليوم.
د) أنا أحب الذهاب للمدرسة.",ب
مَداس,اسم بمعنى حذاء خفيف مصنوع من الجلد له فتحة للإبهام. جمعه مُدُس.,Western,"المهمة: اختر الجملة الصحيحة التي تستخدم الكلمة 'مَداس'.
السؤال: أي من الجمل التالية صحيح؟
الخيارات:
أ) لابس مَداس في الحفلة.
ب) جبت مداس للحديقة.
ج) مشيت على الرمل بدون مَداس.
د) رحت للمسجد بمداسين.",ج
مدخدخ,حالة الشخص عندما يكون نعسان ولا يشترط ان يكون تعبان وبحاجة للنوم,General,"المهمة: فهم استخدام كلمة 'مدخدخ' في سياق الجملة.
السؤال: في الجملة 'ما اقدر اطلع الحين حاس اني مدخدخ نمت ساعات لكن احس اني مدخدخ'، ما معنى كلمة 'مدخدخ'؟
الخيارات:
أ) سعيد
ب) نعسان
ج) غاضب
د) متحمس",ب
مدربان,تعني المدخل أو السيب,Central,"المهمة: اختر الجملة الصحيحة التي تستخدم فيها الكلمة 'مدربان'.
السؤال: أي من الجمل التالية تحتوي على كلمة 'مدربان' بشكل صحيح؟
الخيارات:
أ) كان المدربان يكملان التدريب.
ب) طلب المدرس من الطلاب كتابة قصة.
ج) سافر المدربان إلى دبي.
د) كان اللاعبان يجلبان الطعام.",أ
مدزدي,مدزدي (تنطق بدمج الدال الاولى مع حرف الزاء) وتعني (حسناً ما فعلت),Southern,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: في أي جملة تناسب كلمة ""مدزدي"" بشكل طبيعي؟ 
الخيارات: 
A) أحب الشاي والعصير. 
B) المدزدي مع محمد جيد. 
C) قام خالد بمساعدته، خذ مدزدي. 
D) شغل الموسيقى.",C
مدلدل,هو الشيء المتدلي .,Western,"المهمة: تحديد استخدام صحيص للسياق للكلمة 'مدلدل'.
السؤال: أي من الجمل التالية تستخدم كلمة 'مدلدل' بشكل صحيح؟
الخيارات:
أ) أريد شراء حذاء مدلدل.
ب) هي تلبس الفستان المدلدل دآ.
ج) هو يقرأ كتاب مدلدل.
د) الفاكهة مدلدل.",ب
مدلهم,مدلهم أي شديد الظلمه,General,"### نوع السؤال: الاستخدام السياقي
- المهمة: اختر الجملة التي تتضمن استخداماً طبيعياً لكلمة ""مدلهم"".
- السؤال: أي من الجمل التالية تستخدم كلمة ""مدلهم"" بشكل صحيح؟
- الخيارات:
 A) السماء في الليل كانت مدلهمة. 
 B) الفراشات تطير فوق الأزهار المدلهمة. 
 C) الغابة كانت مدلهمة جداً، لم نستطع رؤية الطريق. 
 D) الشمس كانت مدلهمة اليوم. 
-",C
مِدَهْمَلْ,مدهمل يعني مبهذل وهو الشخص الذي مظهره غير مرتب,Western,"#### نوع السؤال: الاستخدام السياقي
المهمة: اختر الجملة الصحيحة التي تحتوي على الكلمة ""مِدَهْمَلْ"".
السؤال: تكلم أحدهم عن صديقه كالتالي:
الخيارات:
A) ""اشبك يا واد مدهمل كده"" 
B) ""هذا الولد مدهمل جداً في دراسته"" 
C) ""يحب الرياضة، لكنه مدهمل"" 
D) ""يحب أن يكون مدهمل في الملابس الرسمية"" 
الجواب الصحيح: A (""اشبك يا واد مدهمل كده"")",
مراصيع,اكله سعوديه ولهاا مسميات اخرا مثل :مصابيب و مراقيش,Central,"المهمة: اختر السياق المناسب لاستخدام كلمة 'مراصيع'.
السؤال: في أي جملة تُستخدم كلمة 'مراصيع' بشكل صحيح؟
الخيارات:
أ) شربت الشاي قبل النوم.
ب) صديقي يحب أكل مراصيع في المناسبات.
ج) السماء كانت زرقاء اليوم.
د) زرعنا الزهور في الحديقة.",ب
مرجب,يعني الشيء المتسخ منذ فترة طويلة وتراكمت عليه الاوساخ,Central,"المهمة: اختر الجملة التي تستخدم الكلمة 'مرجب' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'مرجب' بشكل صحيح؟
الخيارات:
أ) الغرفة مرجب وكلها أوساخ
ب) الطعام مرجب ولذيذ
ج) السماء مرجب ومليئة بالنجوم
د) السيارة مرجب وجديدة",أ
مرجوج,اي خبل و افعاله جنونية، وللانثى مرجوجة,Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة. 
السؤال: اختر الجملة التي تستخدم كلمة ""مرجوج"" بشكل صحيح. 
الخيارات: 
A) ""مرجوج يدرس بجد."" 
B) ""خلاص يا مرجوج، هدّ لا تسرع."" 
C) ""مرجوج يطبخ بشكل ممتاز."" 
D) ""مرجوج يحب الرياضة.""",B
مرحبمبو,كلمة للترحيب وهي من كلمات اللهجة الحجازية الحضرية وهي تعني مرحبا به للأنثى تقال مرحبمبها أو مرحبابها وللمجموعة مرحبمبكم أو مرحبابكم وللمخاطب مرحبابك أو مرحبمبك,Western,"المهمة: اختيار السياق المناسب لاستخدام كلمة 'مرحبمبو'.
السؤال: في أي موقف يمكن استخدام كلمة 'مرحبمبو'؟
الخيارات:
أ) عند لقاء صديق في محل
ب) عند بدء محادثة هاتفية شديدة
ج) عند زيارة مريض
د) عند جعل شخص يتحدث عن مأساة",أ
مرْخ,"""مرْخ"": بمعنى تدليك الجسم بكريم أو (فيكس) ونحوهما . وتشتهر هذه الكلمة في المنطقة الشرقية.",Eastern,"المهمة: حدد الجملة التي تستخدم فيها كلمة 'مرْخ' بشكل مناسب.
السؤال: أي من الجمل التالية تستخدم كلمة 'مرْخ' بشكل صحيح؟
الخيارات:
أ) أحب أن آكل مرْخ
ب) والدي مرَخَني عندما شعرت بالتعب
ج) مرْخ هو نوع من الدراجات
د) لا أستخدم مرْخ في حياتي اليومية",ب
