Term,Meaning_of_term,Dialect type,True_False_question,correct_answer
تشى,تريد/تبغى/تحتاج لهجة تهامة جازان,Southern,"المهمة: حدد إن كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'تشى' تعني 'تحتاج' باللهجة السعودية.
الخيارات:
أ) صحيح
ب) خاطئ",أ
تطرى,تِطْرى ، اطري ، اطراء تطرى تعني : تذكر شيءًا بالمدح,Western,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: العبارة ""تطرى تعني تذكر شيءًا بالمدح"" صحيحة. 
الخيارات: 
A) صحيح 
B) خطأ",A
تعترد,الشخص المعترد هو الشخص كثير الحركة الذي لا يعجبه الجلوس ابدا هذه الكلمة تستخدم جنوب السعودية خاصة في جيزان,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ""الشخص الذي يُطلق عليه 'معترد' هو شخص يحب الجلوس وعدم الحركة."" 
الخيارات: 
A) صحيح 
B) خطأ - الشخص المعترد هو شخص كثير الحركة، ولا يعجبه الجلوس أبدا.",B
تعجب,تعجب كلمه بمعني أنتى تضحكني,Western,"المهمة: حدد صحة العبارة التالية.
السؤال: كلمة 'تعجب' تعني أنك تشعر بالدهشة.
الخيارات:
أ) صحيح
ب) خطأ",ب
تعقب,بمعنى لا تستطيع ان تفعل ذلك,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة. 
السؤال: ""تعقب"" تعني ""يجب أن تحاول"". 
الخيارات: 
A) صحيح 
B) خطأ",B
تعكرف,تعكرف تعني سقط او تعثر ب شيء ثم سقط,Southern,"### نوع السؤال: صحيح/خطأ
Task: Choose only one answer without any additional notes. 
Question: العبارة التالية صحيحة: ""تعكرف تعني القيام بحركة سريعة."" 
Options: 
A) صحيح 
B) خطأ 
Correct answer: B (خطأ) - لأن ""تعكرف"" تعني السقوط أو التعثر.",
وخر,بمعنى ابتعد عني او ابتعد عن طريقي,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة: كلمة 'وخر' تعني 'اقترب من الطريق'.
الخيارات:
أ) صحيح
ب) خطأ",ب
تفحيط,الاستعراض بالسيارة,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر إجابة واحدة فقط بدون أي ملاحظات إضافية. 
السؤال: عبارة ""تفحيط"" تعني الاستعراض بالسيارة. 
الخيارات: 
A) صحيح 
B) خطأ 
تفسير: العبارة صحيحة، ""تفحيط"" تعني الاستعراض بالسيارة.",A
تقل,"( تِقل ): واللفظة للتشبيه (كأن وكأنه)، هالولد تقل كوره: أي انه سمين، هذه السيارة تقل طياره. وعندما يرى ابنه النحيل الجسم يقول له: وش فيك ضعيف ""تقل"" ما في البيت أكل. ويقولون: احمد نشيط تقل حصان، ثوبك نظيف تقل جديد. ولفظة تِقِلْ: نحت من (كأنك تقول) وهي قريبة من معنى كأن في الجملة او للتشبيه. ولعبيد بن العرندس الكلابي يمدح به قومًا: من تلقَ منهم تَقُلْ لاقيتُ سيّدَهم مثل النجومِ التي يسري بها الساري (المبرد، الكامل في اللغة والأدب، تحقيق: محمد أبو الفضل إبراهيم، : ). دارجة في نجد. معجم اللهجات المحكية",Southern,"المهمة: قرر ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: استخدام كلمة 'تقل' يعني أنها تعبر عن صفات إيجابية فقط.
الخيارات:
أ) صحيح
ب) خاطئ",ب
تكانه,والتكانه هو الشخص الذي يعتمد عليه,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تعبير 'بارك الله فيه' يعني أن الشخص موثوق.
الخيارات:
أ) صحيح
ب) خطأ",أ
تَكّايَة أو مِركَاة,هو الشي الي يتكون الناس عليه الي يتّكي يرتِكي عليه الشخص يسمونه مركاة او تكاية يضع الشخص يده عليه او يستند عليه,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: العبارة ""تَكّايَة أو مِركَاة هي أداة تستخدم للاستناد عليها"" صحيحة. 
الخيارات: 
A) صحيح 
B) خطأ",A
تكرونيه,هو التكروني الي اذا عصب قلب الدنيا,General,"المهمة: قرر ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تُستخدم كلمة 'تكرونيه' لوصف شخص يتسم بالهدوء.
الخيارات:
أ) صحيح
ب) خطأ",ب
تكوفر,تطلق على المرأه التي تذهب الى مصففة الشعر ( كوفيره ),Central,"المهمة: اقرأ العبارة التالية وحدد ما إذا كانت صحيحة أم خاطئة.
السؤال: الجملة: 'تكوفر تعني الرجل الذي يذهب إلى مصفف الشعر.'
الخيارات:
أ) صحيح
ب) خطأ",ب
تكييس,التَّكْيِيس : الكذب واعطاء معلومات غير منطقية ولاتفحصية ومصدرها غير معلوم، ويقال رداً على الكذب المبتدع توًا :كيس اي انها من كيسك المليء بالكذب,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة.
السؤال: عبارة ""تكييس"" تعني الصدق وإعطاء معلومات دقيقة. 
الخيارات: 
A) صحيح 
B) خطأ 
التفسير: الكلمة تعني الكذب وإعطاء معلومات غير منطقية.",B
تميلح,الدلع و التكبر,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: العبارة ""تميلح"" تعني التواضع في اللهجة الحجازية. 
الخيارات: 
A) صحيح 
B) خطأ 
التوضيح: كلمة ""تميلح"" تعني الدلع والتكبر، وليست لها علاقة بالتواضع.",B
تمييز ايجابي,هو نوع من انواع العنصرية هو التمييز والتفضيل في المعامله لفرد او مجموعةٍ ما ، على فرد او مجموعة اخرى. وقد يكون هذا التفضيل باشكال كثيره مثل معاملته بشكل افضل من غيره او اعطاءه فرص او موارد او وقت او انظمه او حتى مجرد بذل مجهود اكبر من اجله.,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ""تمييز ايجابي"" يعني التعامل بشكل متساوي مع جميع الأفراد. 
الخيارات: 
A) صحيح 
B) خطأ.",B
تنبل,صفة تطلق على الشخص الذي يؤدي أعماله ببطء ويستتغرق وقتاً طويلاً في تأدية الأعمال اليسيرة.,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح.
السؤال: الجملة ""تنبل"" تشير إلى شخص يعمل بسرعة.
الخيارات:
A) صحيح 
B) خطأ 
التفسير: ""تنبل"" تعني شخص بطيء في أداء الأعمال وليس سريعًا.",B
تنبيط,{في الرمي والتصويب} التبنيط هو عندما ترمي شيءًا ليصطدم بجدار او جسم غير الهدف فيرتد على الهدف المطلوب مثال على الرمية المبنطّة هو عندما يتبقى لك الكرة الاخيرة في البيلياردو ولكن تحجبها عنك كرة الخصم(التي لا تستطيع ان تضربها) فيكون الحل هو ان تبنط رميتك على احد الحواجز لتردت الكرة وتصيب كرتك الاخيرة.,General,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: العبارة التالية صحيحة: ""التبنيط هو تقنية تستخدم في الرمي بدلاً من التصويب المباشر"". 
الخيارات: 
A) صحيح 
B) خطأ 
شرح الإجابة الخاطئة: لا توجد تقنية تعتمد على التصويب المباشر في التبنيط.",A
تنشين,تَنشِين ، مِنَشِّن ، يِنِيشِن ، نيشان تعني تصويب عندما يرفع شخصا ما السلاح ويصوب نحوك فهو يُنَشُّن عليك.,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: عبارة ""احميد ينيشن على العالم بالمسدس"" تعني أن احميد يهدف إلى إصابة شخص آخر. 
الخيارات: 
A) صحيح 
B) خطأ",A
تنصّل,تِنَصَّل ، تَنْصِيل ، مِتْنَصِّل ، يِتنَصَّل ، تِنَصَّلْت. معناها يحدده السياق؛ المعنى الاول: الغاء الالتزام بأمر ما( تنصّل من). المعنى الثاني : الغاء الالتزام بامر ما، والاتزام بأمر جديد(تنصّل في).,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: العبارة التالية صحيحة أم خاطئة؟ ""تنصّل تعني الالتزام بالمذاكرة وعدم الرغبة في الغاء الالتزام."" 
الخيارات: 
A) صحيح 
B) خاطئ",B
تنقيز,تَنْقِيز ، يَنَقِّز ، اَنَقِّز ، نَقّزها ، نَقَّزتها . تعني القفز او التخطي وتقال مجازياً عندما يقوم شخص ما بإصطحاب فتاة في سيارته لممارسه اي امر حميمي، كتشبيه لِمَا يحدث في لعبة GTA في التعامل مع بائعات الهوى,Central,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة.
السؤال: تعني كلمة ""تنقيز"" في اللهجة السعودية الذهاب للتسوق.
الخيارات: 
A) صحيح 
B) خطأ - لأن معنى ""تنقيز"" هو القفز أو التخطي.",B
تنكآ,تنكآ وتعني : أنك أهبل مغفل غبي،، شكل مخ ولكنه مجوف فآضي يخلو من التفكير .، مثآل : هذآ الآدمي تنكآ .! يآخي مدري كيف عآيش ع غبآؤه <~ وصلت ؟ هع,Western,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر الإجابة الصحيحة.
- السؤال: الجملة ""هذه الكلمة تعني شخص ذكي"" صحيحة.
- الخيارات: 
 A) صحيح 
 B) خطأ 
- - الكلمة تعني شخص مغفل وغبي.",B
تهبا,"نفس معنى ( تخسي، تعقب، تبطي عظم ) او بالاصل "" لا تستطيع ان تفعل ذلك """,Southern,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.
- السؤال: كلمة ""تهبا"" تعني ""أستطيع أن أفعل ذلك"".
- الخيارات:
 A) صحيح 
 B) خطأ 
- - كلمة ""تهبا"" تعني ""لا تستطيع أن تفعل ذلك"".",B
تهقى,تظن .,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح فقط دون أية ملاحظات. 
السؤال: جملة ""تهقى"" تعني ""تعتقد"". 
الخيارات: 
A) صحيح 
B) خطأ 
التوضيح للحالة الخاطئة: إذا كانت الإجابة خاطئة، سيوضح أنه لا يوجد معنى آخر يختلف عن ""تظن"".",A
تّهويل,تهويل: وهي الفعل من المبالغة وتعقيد وتكبير المواقف.,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة.
السؤال: كلمة ""تّهويل"" تعني تبسيط الأمور. 
الخيارات: 
A) صحيح 
B) خطأ - لأن ""تّهويل"" تعني تكبير وتعقيد المواقف.",B
تورتبح,ذو الاساتي الجذابه والجسم المتناسق والوجه الي يهبل .,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة التالية صحيحة: 'تورتبح تشير إلى شخص ذو مظهر جذاب وجسم متناسق.'
الخيارات:
أ) صحيح
ب) خطأ",أ
توقع,"أي على رسلك "" لاتسرع """,Southern,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة. 
السؤال: كلمة ""توقع"" تستخدم للتعبير عن الحاجة إلى التسريع. 
الخيارات: 
A) صحيح 
B) خطأ - ""توقع"" تعني ""أبطئ"" وليس ""تسريع"".",B
تياسر,اتجه إلى اليسار,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""تياسر"" تعني ""اتجه إلى اليمين"". 
الخيارات: 
A) صحيح 
B) خطأ 
التفسير: المعنى الصحيح لكلمة ""تياسر"" هو ""اتجه إلى اليسار""، وليس ""اتجه إلى اليمين"".",B
تيزي,بمعنى يكفي ، من الكفاية,Northern,"المهمة: حدد إذا كانت الجملة صحيحة أو خاطئة.
السؤال: يمكن استخدام كلمة 'تيزي' لتشير إلى مكان واسع.
الخيارات:
أ) صحيح
ب) خاطئ",ب
تيسول,شخص ذو ذكاء خارق في مجال دراسة اللغه الانجليزية,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""تيسول"" تستخدم لوصف شخص لديه مهارات في إدارة الأعمال. 
الخيارات: 
A) صحيح 
B) خطأ) خطأ (معنى كلمة تيسول هو ""شخص ذو ذكاء خارق في مجال دراسة اللغة الإنجليزية"").",B
ثعل,اصلها ثعلب أزيلت الباء تعبيرا عن وجود الذكاء في امر واحد و قصور في الباقي,Central,"### نوع السؤال: صحيح/خطأ 
Task: اختر الإجابة الصحيحة فقط دون أي ملاحظات. 
Question: العبارة التالية صحيحة: ""كلمة 'ثعل' تدل على وجود ذكاء عام في جميع المجالات."" 
Options: 
A) صحيح 
B) خطأ 
Correct answer: B 
Explanation for False: لأن ""ثعل"" تعبر عن ذكاء في أمر واحد فقط وليس في جميع المجالات.",
ثمينة,قيمة,Western,"المهمة: تحديد صحة العبارة.
السؤال: العبارة: كلمة 'ثمينة' تعني شيئًا ليس له قيمة.
الخيارات:
أ) صحيح
ب) خطأ",ب
ثول,وجع او تباً >~ أهم شي تباً,Western,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة. 
السؤال: كلمة ""ثول"" تعني ""فرح"" في اللهجة النجدية. 
الخيارات: 
A) صحيح 
B) خطأ 
التفسير: تعني كلمة ""ثول"" ""وجع أو تباً""، وليس ""فرح"".",B
المرمشه,"بفتح الميمين هي نهش ما على العظام من اللحم، أو نهش ما على أي شيء من أي شيء
",Western,"المهمة: اقرأ العبارة التالية وحدد ما إذا كانت صحيحة أم خاطئة.
السؤال: تُستخدم كلمة 'المرمشه' في اللهجة السعودية لوصف طهي اللحم على النار.
الخيارات:
أ) صحيح
ب) خاطئ",ب
جاعص,تعني الشخص الصَّلِف ؛ المتكبر المتعجرف.,Western,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.
- السؤال: كلمة ""جاعص"" تعني الشخص المتعجرف. 
- الاختيارات:
 A) صحيح 
 B) خطأ 
-",A
جان,تعني الأحمق أو الغبي بلهجة أهل تبوك,Central,"### نوع السؤال: صحيح/خطأ 
#### المهمة 
اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
#### السؤال 
عبارة ""جان"" تعني الذكي باللهجة السعودية. 
#### الخيارات 
A) صحيح 
B) خطأ 
#### الإجابة الصحيحة 
B (خطأ): ""جان"" تعني الأحمق أو الغبي.",
جاهل,"بمعنى ""غبي أو قليل المعرفة""",Central,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر الإجابة الصحيحة.
- السؤال: كلمة ""جاهل"" تعني ""شخص ذو معرفة واسعة"".
- خيارات:
 - A) صحيح 
 - B) خطأ 
-.",B
جايع,جائع,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: الكلمة ""جايع"" تعني ""شبعان"". 
الخيارات: 
A) صحيح 
B) خطأ – الكلمة تعني ""جائع"" وليس ""شبعان"".",B
جحفلة,الجحفلة هي أن يأتي شئ غير متوقع في اخر اللحظات مع اليقين أنه لن يأتي.رغم ذلك أتى,Western,"المهمة: حدد صحة العبارة التالية.
السؤال: الجحفلة تعني انتظار شيء داخل وقت محدد.
الخيارات:
أ) صحيح
ب) خطأ",ب
جحلط,أي من لا والي له . ويفعل ما يحلو له من هياته وغيره .,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية. 
السؤال: كلمة ""جحلط"" تعني شخص يعرف كل شيء. 
الخيارات: 
A) صحيح 
B) خطأ",B
جخلط,تقال للشخص الصلبي وهو عديم الاصل ويتصرف تصرفات مشينة في نفس الوقت,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""جخلط"" تشير إلى شخص يمتلك صفات نبيلة وأصل كريم. 
الخيارات: 
A) صحيح 
B) خطأ - ""جخلط"" تشير إلى شخص عديم الأصل.",B
جعرمة,هو الانتفاخ الحاصل في الرأس نتيجة ضربة .,Western,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح فقط دون أية ملاحظات. 
السؤال: كلمة ""جعرمة"" تعني الانتفاخ الذي يحدث في الرأس نتيجة ضربة. 
الخيارات: 
A) صحيح 
B) خطأ 
توضيح للخطأ: إذا كانت الإجابة خطأ، فإن المعنى مختلف وليس له علاقة بالانتفاخ في الرأس.",A
جغيط,( جغيط ) : كلمة تدل على الحوسة أو الفوضى الناتجة عن الماء . وممكن تكون عن أي شيء رطب غير الماء ويستخدمها بعض قبائل الحجاز,Western,"### نوع السؤال: صحيح/خطأ
#### المهمة:
اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية.
#### السؤال:
كلمة ""جغيط"" تستخدم للدلالة على الفوضى الناتجة عن الماء فقط. 
#### الخيارات:
A) صحيح 
B) خطأ 
####) خطأ 
شرح: يمكن أن تشير الكلمة أيضًا إلى أي شيء رطب غير الماء.",B
جلانكاكي,هو السير على الأقدام.,Western,"المهمة: تقييم العبارة التالية.
السؤال: العبارة 'جلانكاكي' تعني الجلوس في المنزل.
الخيارات:
أ) صحيح
ب) خطأ",ب
جمعه مباركه,جمعه مباركة,Southern,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية.
- السؤال: عبارة ""جمعه مباركه"" تعني ""السبت المبارك"". 
- الخيارات:
 A) صحيح 
 B) خطأ 
- - ذلك لأن ""جمعه مباركه"" تعني ""الجمعة المباركة"" وليس ""السبت"".",B
جوال,"الهاتف النقال ""الموبايل"".",General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'جوال' تشير إلى سماعة الأذن.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة:",
جياف,كلمه جنوبيه تهاميه الشي الوصخ او الشي المنتهي صلاحيته,Southern,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر الإجابة الصحيحة.
- السؤال: العبارة التالية صحيحة: ""كلمة 'جياف' تعني الشي الجديد والمفيدة.""
- الخيارات:
 A) صحيح 
 B) خطأ 
-",B
حبابيا,هذا المصطلح في قبيلة هذيل في الحجاز ومعناه حبيبي,Western,"المهمة: تحديد صحة العبارة المتعلقة بكلمة 'حبابيا'.
السؤال: كلمة 'حبابيا' تعني 'حبيبي' في اللهجة السعودية.
الخيارات:
أ) صحيح
ب) خطأ",أ
حبكه,وتعني الخطه او التخطيط .,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""حبكه"" تعني ""الخطة أو التخطيط"" في اللهجة النجدية. 
الخيارات: 
A) صحيح 
B) خطأ 
تفسير لـ B: كلمة ""حبكه"" لا تعني شيئًا غير الخطة أو التخطيط في اللهجة النجدية.",A
حبيبها,يعني لحد يقرب منها,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'حبيبها' تعني شخص يقرب منها.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة:",
حتسي,حَتّسيِ: الكلمة مأخوذه من الحكي وهو الكلام .,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح.
السؤال: عبارة ""حتسيك واجد يا رجال!"" تعني أن الشخص يتحدث كثيراً.
الخيارات:
A) صحيح 
B) خطأ 
تفسير الخطأ: إذا كانت الجملة تعني العكس، فإن الشخص يكون صامتاً أو يتحدث قليلاً.",A
حجار,البطارية,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح دون أي ملاحظات إضافية. 
السؤال: كلمة ""حجار"" تعني في اللهجة النجدية ""البطارية"". 
الخيارات: 
A) صحيح 
B) خطأ 
شرح للإجابة الخاطئة: الإجابة حاليا صحيحة؛ لذا، لا يوجد شرح مطلوب.",A
حجة,حجة بفتح الحاء تطلق على مرأة سوداء البشرة تبيع اللوز والفصفص والمنفوش .الخ,Western,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: تستخدم كلمة 'حجة' للإشارة إلى امرأة بيضاء البشرة بائعة اللوز.
الخيارات:
أ) صحيح
ب) خطأ",ب
حَرَش,كل شيء حرش فهو خشن سواء معنويا أو حسيا في مادة حرش بلسان العرب وحَرَش البعِيرَ بالعصا: حَكَّ ولأن الحك لا يكون إلا بخشونه قالت العامة عن كل خشن حرش,Central,"### نوع السؤال: صحيح/خطأ 
- Task: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
- Question: كلمة ""حَرَش"" تستخدم لوصف الأشياء الناعمة فقط. 
- Options: 
 A) صحيح 
 B) خطأ 
-) خطأ (لأن ""حَرَش"" تصف الأشياء الخشنة فقط)",B
حرمة,امرأة . حريم{Haarem}- الجمع,Western,"المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: كلمة 'حرمة' تشير إلى رجل.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حزش,مصطلح للتعبير عن الدهشه.,General,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""حزش"" تستخدم للتعبير عن الدهشة. 
الخيارات: 
A) صحيح 
B) خطأ 
توضيح: إذا كانت الإجابة خطأ، فالجملة الصحيحة ستكون أن ""حزش"" لا تعبر عن الدهشة.",A
حسب,ظن,General,"المهمة: حدد ما إذا كانت الجملة التالية صحيحة أم خاطئة.
السؤال: الجملة 'حسبتك صادق' تعني أنني كنت أعتقد أنك كاذب.
الخيارات:
أ) صحيحة
ب) خاطئة",ب
حسران أو حصران,حسران أو حصران أي امتلأت مثانته بالبول ووجد حرجًا وحاجة من ذلك,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة. 
السؤال: كلمة ""حسران"" تعني الناس الذين يشعرون بالحرج من الاحتياج للذهاب إلى الحمام. 
الخيارات: 
A) صحيح 
B) خطأ",A
حش,أي الغيبة. حش ّ يحشّ حشاً,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حش' تعني الحديث الإيجابي عن شخص في غيابه.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حليب جاموس,حليب جاموس تعني الحليب المركز المحلى,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: عبارة ""حليب جاموس"" تعني حليب عادي. 
الخيارات: 
A) صحيح 
B) خطأ) خطأ 
التفسير: حليب جاموس يعني الحليب المركز المحلى، وليس الحليب العادي.",B
حماط,الحماط : عند أهل الجنوب التين عموماً وفي العربية التين الجبلي الصغير وهو الذي كان منتشراً في الجنوب قبل استغراس التين الشامي الأكبر حجماً,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: الكلمة ""حماط"" تستخدم للإشارة إلى نوع من التين فقط في المناطق الشمالية من السعودية. 
الخيارات: 
A) صحيح 
B) خطأ",B
حمرون,حمرون : احمرار وجهو من الخجل أو الاستحياء و غير من الحالات وتنطق للبيض البشرة . و تنقال ايضآ ( حمرن ) للاشارة على احد.,General,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية.
السؤال: كلمة ""حمرون"" تعني احمرار الوجه مع الإشارة إلى البشرات السمراء فقط.
الخيارات: 
A) صحيح 
B) خطأ",B
حنشل,كلمة توصف الحرامية او قطاع الطرق,Central,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""حنشل"" تُستخدم لوصف الأشخاص الطيبين. 
الخيارات: 
A) صحيح 
B) خطأ 
التفسير: ""حنشل"" تعني حرامي أو قطاع طرق وليست وصفاً للأشخاص الطيبين.",B
حنيس,"""حنيس"" وجمعها ""حنس"" هو لقب يطلق على الأشخاص الغير متحضرين الذين يعيشون في المدينة ويعرف الحنيس بسوء الخلق و الخُلُق. ويرجوا التفرقة بين ""بدوي"" و ""حنيس""",Central,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر الإجابة الصحيحة. 
السؤال: كلمة ""حنيس"" تشير إلى الأشخاص الذين يتمتعون بسلوك حسن. 
الخيارات: 
A) صحيح 
B) خطأ.",B
حوْطَه,لمبات الجدار للفناء او لمبات السطح سلوى :روحي طفي الحوطه تراك نسيتيها شغاله هاله : طيب,Western,"### نوع السؤال: صحيح/خطأ
المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية. 
السؤال: عبارة ""حوْطَه"" تشير إلى لمبات السطح. 
الخيارات: 
A) صحيح 
B) خطأ",A
حيسَة,أكلة حجازية شهيرة تحضر عن طريق عجن التمر بعد استخراج الفصم، مع القليل من الدقيق والزبدة.,Western,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: ""الحيسة تُعدّ أكلة تقليدية من منطقة نجد."" 
الخيارات: 
A) صحيح 
B) خطأ 
شرح الخطأ: الحيسة أكلة تقليدية حجازية وليست نجدية.",B
حيوان,المليء بالحياة,Southern,"### نوع السؤال: صحيح/خطأ 
المهمة: اختر إجابة واحدة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""حيوان"" تعني ""الكائن الميت"" في اللهجة الحجازية. 
الخيارات: 
A) صحيح 
B) خطأ 
التفسير: المعنى الصحيح لكلمة ""حيوان"" هو ""المليء بالحياة""، وليس ""الكائن الميت"".",B
خالد,ملك التسويف,Western,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الجواب الصحيح.
السؤال: العبارة التالية صحيحة أم خاطئة؟ ""كلمة 'خالد' تشير إلى شخص معروف بحسن التنظيم والتخطيط.""
الخيارات: 
A) صحيح 
B) خاطئ - لأن الكلمة تشير إلى التسويف، وليس التنظيم والتخطيط.",B
خانِس/خانْسه,للتعبير عن قلة الملح في الشخص الذي امامك، مصالة، ثقالة دم.,Southern,"### نوع السؤال: صحيح/خطأ
المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: كلمة ""خانِس/خانْسه"" تعني شخص ذو دم ثقيل. 
الخيارات: 
A) صحيح 
B) خطأ",A
خبّص,بمعنى الخلط بين اشياء للحصول على شيء جديد,Central,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'خبّص' تعني تنظيم الأشياء.
الخيارات:
أ) صحيح
ب) خاطئ",ب
خجمة,وتعني غبية,General,"المهمة: عبر عن صحة العبارة.
السؤال: يشير مصطلح 'خجمة' إلى الذكاء.
الخيارات:
أ) صحيح
ب) خطأ",ب
خربزي,هو اللون مابين الوردي والبرنقالي اصل الكلمة: مأخوذه من الخربز (الشمام),Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: كلمة 'خربزي' تعني لون مائل للون البنفسجي.
الخيارات:
أ) صحيح
ب) خاطئ",ب
خردعة,تعني خردة.,Western,"### نوع السؤال: صحيح/خطأ
- المهمة: اختر فقط إجابة واحدة بدون أي ملاحظات إضافية.
- السؤال: تعني كلمة ""خردعة"" أن السيارة جيدة ومؤهلة للبيع. (صح أم خطأ)
- الخيارات:
 A) صحيح 
 B) خطأ 
-",B
