Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
مَنْ,ماء,Western,"المهمة: اختر الاستخدام الصحيح للكلمة 'مَنْ' حسب السياق.
السؤال: وفي أي سياق يمكن استخدام كلمة 'مَنْ'؟
الخيارات:
أ) في وصف حار
ب) في وصف بارد
ج) في وصف جاف
د) في وصف رطب",ب
مِن كثركْ,منْ كثركْ : ردّ بضعُ تحقيرْ ، تعنيَ أنكَ تثقُ بنفسكَ ثقةً عمياءْ ، و أنتَ في الواقع لا تستحقّ هذه الثقهْ . بمعنىَ عامّي : واثقْ بنفسك بزياادهْ D: !,Central,"المهمة: حدد السياق المناسب لاستخدام عبارة 'من كثرك'.
السؤال: في أي موقف قد يستخدم شخص عبارة 'من كثرك'؟
الخيارات:
أ) عندما يبدي شخص ثقة زائدة.
ب) أثناء التحذير من خطر.
ج) عند الإشادة بشخص.
د) عند الاعتذار.",أ
من كيسي,"يعني انا مؤلف هذا الشيء ""مثل اغلب الكلمات الموجوده هنا""",General,"المهمة: حدد السياق الصحيح لاستخدام التعبير.
السؤال: كيف يمكن استخدام 'من كيسي' في حوار؟
الخيارات:
أ) عند التحدث عن هواياتك.
ب) عند السؤال عن الأفكار.
ج) عند ذكر معلومات كتبتها من نفسك.
د) عند الشكوى من الوضع.",ج
من له عين وراس سوى سواة الناس,أي أنه يقلد الناس .,Central,"المهمة: حدد استخدام العبارة في السياق المناسب:
السؤال: متى يمكن استخدام عبارة 'من له عين وراس سوا سواة الناس'؟
الخيارات:
أ) في مدح الشخص المبدع
ب) عندما يتحدث أحد عن تقليد شخص آخر
ج) في سياق الإحباط الشخصي
د) عند الحديث عن التميز",ب
من ورا التريلات,التريلات جمع تريلة ويقصد بهذه العبارة عندما يحاول أحد تمرير معنى معين بدون أن ينتبه أحد أو كرسالة مبطنة داخل الكلمات,General,"المهمة: اختر الاستخدام الصحيح لعبارة ""من ورا التريلات"".
السؤال: أي من الجمل التالية تستخدم العبارة ""$من ورا التريلات$"" بشكل صحيح؟
الخيارات:
أ) شفت العسل ورا التريلات وانا كنت أشتري أغراض.
ب) حاول يوصل الفكرة بس كان يتكلم من ورا التريلات.
ج) كان يسوق بسرعة من ورا التريلات.
د) من ورا التريلات، وصديقي جنبها.",ب
منتب,منتب= لفظ منحوت لتعبير : ما انت ب . ، وتأتي بمعنى : لست ب ،ايضا. ويستخدم في اللهجات النجدية عمومًا. وهناك ايضا ، منب/مانيب=ما انا ب،منتيب/منتي ب= ما انتِ ب، محنب= ما نحن ب، مهب= ما هم ب، ما هو ب، ما هي ب.,Central,"### نوع السؤال: الاستخدام السياقي
- المهمة: اختر الجملة التي تستخدم العبارة بشكل صحيح.
- السؤال: أي من الجمل التالية تحتوي على ""منتب"" بطريقة صحيحة؟
- الخيارات: 
 A) والله انك منتب بكفو. 
 B) أريد أن أذهب منتب. 
 C) حبيبي منتب في البيت. 
 D) كيف حالك، منتب؟ 
-",A
لا هنت,تحمل طابع الامتنان والشكر تقولها لمن تطلب منه شيئا او خدمك ومعناها,General,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (لا هنت) استخدامًا صحيحًا؟
الخيارات:
أ) هب لي الملف، لا هنت
ب) لا هنت في التقرير النهائي
ج) لا هنت أثناء كتابة البحث
د) لا هنت في الخطاب الرسمي",أ
موتٍ حمر,فتاة جميلة جداً (مزيونة),General,"المهمة: اختر السياق الصحيح لاستخدام 'موتٍ حمر'.
السؤال: في أي سياق يمكن أن تُستخدم العبارة 'موتٍ حمر'؟
الخيارات:
أ) عند وصف الطقس
ب) عند الإشارة إلى جمال فتاة
ج) عند الحديث عن الطعام
د) عند التحدث عن الألعاب",ب
موت يا حمار,تنقال لمن الشي ما يرضى يسير,Western,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: أي من الجمل التالية تستخدم ""موت يا حمار"" بشكل طبيعي؟ 
الخيارات: 
A) عندما تجتمع العائلة في العيد. 
B) عندما لا تسير الأمور كما هو متوقع. 
C) عند التحدث عن الأفلام الجديدة. 
D) عند تهنئة شخص على إنجازاته.",B
موعد خواجة,تطلق على الموعد الذي لا يتأخر عنه أصحابه .,Western,"المهمة: اختر الاستخدام الصحيح للعبارة في سياق المحادثة.
السؤال: أي من العبارات التالية تمثل استخداماً صحيحاً لمصطلح 'موعد خواجة'؟
الخيارات:
أ) 'صديقك دائماً متأخر.'
ب) 'اجتمعنا في الوقت المحدد.'
ج) 'سأخبرك متى أريدك.'
د) 'لا يهمني الموعد.'",ب
ناكسن للمرح,الشيء الذي لا فائدة منه,Central,"### نوع السؤال: الاستخدام السياقي 
المهمة: اختر فقط إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: أي من الجمل التالية يستخدم فيها تعبير ""ناكسن للمرح"" بشكل صحيح؟ 
الخيارات: 
A) ""المشروع هذا ناكستن للمرح."" 
B) ""هذا الكتاب ناكستن للمرح."" 
C) ""التجربة هذه ناكستن للمرح."" 
D) ""عيد ميلادك كان ناكستن للمرح.""",B
نبي: أبي : يبي,إذا أراد الشخص أن يعبر عن ما يريد أو يحتاج ،,Central,"المهمة: حدد الاستخدام الصحيح للعبارة 'يبي' في السياق.
السؤال: أي من الجمل التالية تستخدم 'يبي' بشكل صحيح؟
الخيارات:
أ) يبي عبدالله يروح السوق
ب) يبي السماء زرقاء
ج) يبي القمر في الليل
د) يبي العيد رسمي",أ
نبي نروح,سوف نذهب (جمع),Central,"المهمة: حدد السياق الذي يمكن استخدام العبارة فيه.
السؤال: في أي سياق يمكن استخدام عبارة 'نبي نروح'؟
الخيارات:
أ) عند التخطيط للخروج
ب) عند الحديث عن الطعام
ج) عند توصية بكتاب
د) عند المشي لوحدك",أ
نشر الغسيل,كلام المفروض ما ينقال ( سر ) -مثل معنى: كب العشا-,Western,"المهمة: اختر الاستخدام المناسب لعبارة 'نشر الغسيل' في السياق.
السؤال: في أي سياق قد تُستخدم عبارة 'نشر الغسيل'؟
الخيارات:
أ) أثناء السعي لإخفاء الأسرار
ب) عند تكلم الأصدقاء عن أحداثهم اليومية
ج) للحديث عن المركز التجاري
د) عند تبادل الأخبار",أ
نفوس,وهي حالة من النرفزة والتوتر الشديد ويصيب غالبا المدخنين او اصحاب النوم الكثير,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'نفوس' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'نفوس' بشكل صحيح؟
الخيارات:
أ) الجو اليوم رائع وأنا أشعر بالنفوس.
ب) بعد التدخين، بدأ يشعر بالنفوس.
ج) الأطفال يلعبون في الحدائق والنفوس جميلة.
د) الطعام كان لذيذا والنفوس مرتاحة.",ب
نهار نيه,يقصد بها لما يقول نهار نيه يعني ذاك اليوم اي يتحدث عن شيئ ماضي,Central,"المهمة: اختر السياق المناسب لاستخدام عبارة 'نهار نيه'.
السؤال: في أي موقف يمكن استخدام عبارة 'نهار نيه'؟
الخيارات:
أ) عند الحديث عن يوم ماضي
ب) عند التخطيط ليوم جديد
ج) عند السؤال عن الوقت
د) عند التعبير عن الإحباط",أ
نومة وتمغيطة احسن من فرح طيطة,تعني هذه العبارة ان النوم افضل بكثير من الذهاب للعرس او الحفلة,Western,"المهمة: اختر السياق الأنسب لعبارة 'نومة وتمغيطة احسن من فرح طيطة'.
السؤال: في أي موقف يمكن استخدام عبارة 'نومة وتمغيطة احسن من فرح طيطة'؟
الخيارات:
أ) عندما تكون مرهقًا ولا ترغب في الذهاب للحفلات
ب) عند الحديث عن عرس قريب
ج) في مناسبة فرح كبيرة
د) عند الذهاب لزيارة الأصدقاء",أ
هاه وش قلت ؟,تأتي بمعنيين : الأول : سؤال الشخص لإعادة كلامه لعدم مقدرة الاستماع له الثاني : لطلب الرد بعد إعطائة امر يخير به أو رأيًا .,Central,"المهمة: اختر السياق المناسب لاستخدام عبارة 'هاه وش قلت؟'.
السؤال: في أي موقف يمكنني استخدام عبارة 'هاه وش قلت؟'؟
الخيارات:
أ) أثناء حديثي مع صديق كنت مشغولاً عنه
ب) أثناء عرض تقديمي
ج) عند استلام جائزة
د) في مباراة رياضية",أ
هبلي جغمه,اعطني لأشرب قليلا,Southern,"المهمة: اختر الاستخدام الصحيح للعبارة 'هبلي جغمه'.
السؤال: في أي سياق يمكن استخدام عبارة 'هبلي جغمه'؟
الخيارات:
أ) أثناء اللقاء مع الأصدقاء
ب) عند تناول الطعام
ج) عند الرغبة في الشرب
د) عند تقديم المساعدة",ج
هتيم,سبة تطلق للطعن في نسب بعض القبائل,Central,"المهمة: اختر الجملة التي تمثل الاستخدام الصحيح لكلمة 'هتيم'.
السؤال: أي من الجمل التالية تستخدم كلمة 'هتيم' بشكل صحيح؟
الخيارات:
أ) كان هناك هتيم في اللقاء
ب) هتيم تُستخدم للطعن في نسب بعض القبائل
ج) هتيم كانت جميلة جدًا
د) أنا أحب هتيم",ب
جعلني قبلك,هي دعوة بالبقاء والعمر الطويل للشخص المُخاطَب، ومعناها الحرفي ( أسأل الله أن يجعلني أموت قبلك ),Southern,"المهمة: حدد الاستخدام الصحيح للعبارة.
السؤال: متى يكون من المناسب أن تقول ""جعلني قبلك""؟
الخيارات:
أ) عند رؤية شخص مريض أو تحبه في موقف صعب
ب) أثناء مقابلة رسمية
ج) في بداية درس
د) عند التحدث مع مدير العمل",أ
الناس تتانو,اي يعني تخابروا,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (الناس تتانو) استخدامًا صحيحًا؟
الخيارات:
أ) صارت مشكلة والناس تتانو بسرعة
ب) الناس تتانو في التقرير النهائي
ج) الناس تتانو أثناء كتابة البحث
د) الناس تتانو في الخطاب الرسمي",أ
اتكئ على مركى,يعني  استند على المسند أو اتكئ على الوسادة الكبيرة ,General,"المهمة: حدد الاستخدام الأمثل للعبارة .
السؤال: متى يكون من المناسب أن تقول ""اتكئ على مركى""؟
الخيارات:
أ) عند وصف شخص جالس مستريح في مجلس
ب) أثناء مشادة كلامية
ج) عند تقديم نصيحة
د) عندما يخرج أحد من المنزل",أ
طرحني النوم,غلبني النعاس,Northern,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (طرحني النوم) استخدامًا صحيحًا؟
الخيارات:
أ) كنت بسهر شوي وطرحني النوم
ب) طرحني النوم في التقرير النهائي
ج) طرحني النوم أثناء كتابة البحث
د) طرحني النوم في الخطاب الرسمي",أ
تقوله صاز,تعني هل ماتقوله صحيح,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (تقوله صاز) استخدامًا صحيحًا؟
الخيارات:
أ) تقول إن الأسعار نزلت؟ تقوله صاز؟
ب) تقوله صاز في التقرير النهائي
ج) تقوله صاز أثناء الاجتماع الرسمي
د) تقوله صاز في البحث العلمي",أ
هو تامعك الوساه,هي تعتبر من اللهجه الجنوبيه من الباحه تحديداً هَوْ = لماذا تامعك = هذه السواه \ السوات = الفعل,Southern,"المهمة: اختر السياق الذي يفضل استخدام العبارة فيه.
السؤال: في أي موقف يُفضل استخدام عبارة 'هو تامعك الوساه'؟
الخيارات:
أ) أمام الأصدقاء عند المزاح
ب) في موقف جدّي
ج) عند تقديم الاعتذار
د) في مناسبة رسمية",أ
هيا تعال. هيا روح بله!,"ازهوجه كروية , هيا تعال: كان نداء تحدي أطلقه نادي الهلال السعودي ضد غريمه النصر. هيا روح بله: فكانت هذه العبارة رد النداء. فهزم النصر الهلال. وكانت ردت الجماهير النصرواية: هيا روح بله!.",Central,"المهمة: حدد الاستخدام المناسب لعبارة 'هيا تعال. هيا روح بله!'
السؤال: متى يُمكن استخدام هذه العبارة في السياق الرياضي؟
الخيارات:
أ) عند بداية مباراة
ب) بعد خسارة فريق
ج) عند اختيار فريق
د) قبل الشوط الثاني",أ
بوه مير نيم,تعني موجود لكنه نائم.,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (بوه مير نيم) استخدامًا صحيحًا؟
الخيارات:
أ) دقيت عليه، بوه مير نيم وما رد
ب) بوه مير نيم في الاجتماع الرسمي
ج) بوه مير نيم أثناء إلقاء الخطاب
د) بوه مير نيم في التقرير المكتوب",أ
اتعيا به,احسن التعامل معه,Southern,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (اتعيا به) استخدامًا صحيحًا؟
الخيارات:
أ) اتعيا به، الرجال كبير في السن
ب) اتعيا به في التقرير النهائي
ج) اتعيا به أثناء كتابة البحث
د) اتعيا به في الخطاب الرسمي",أ
و لوْ قلته,"و لوْ قلته : تعنيَ أنيَ واثقٌ بنفسيَ "" دون مدحٍ منك "" . و بالعاميَ : أدريَ أنيَ قدّ هالمدح بدونْ ما تقوله D: و قدْ يعنيَ القائلْ أنكَ بمدحكَ هذا لن تُغيّر شيئاً من قراراتيَ / قناعاتيْ . بالعاميَ : لا تكثّر حكيَ :q",Central,"المهمة: اختر الاستخدام الصحيح لعبارة 'و لوْ قلته' في سياق.
السؤال: أي من الجمل التالية تستخدم عبارة 'و لوْ قلته' بشكل صحيح؟
الخيارات:
أ) محمد: أنت رائع يا عيسى. عيسى: و لوْ قلته.
ب) سارة: أحتاج للمساعدة. عادل: و لوْ قلته.
ج) فاطمة: هل أنا جميلة؟ زينب: و لوْ قلته.
د) وليد: أين أذهب؟ رامي: و لوْ قلته.",أ
واتسبديه,وا للتضجر تسبديه تعني كبدي (الكبد) وتقال للتضجر,Central,"المهمة: اختر الجملة التي تعبر عن الاستخدام الصحيح للعبارة.
السؤال: أي من الجمل التالية تستخدم عبارة 'واتسبديه' بشكل صحيح؟
الخيارات:
أ) كنت أستمتع بالمشاهدة، لكن الجميع اتصلوا لي باستياء، فاتسبديت.
ب) رأيت الشمس تشرق، واتسبديه.
ج) كنت مريضاً، وأخبرتهم بأني أشعر بواتسبديه.
د) كانت السماء زرقاء وجميلة، لذلك لم أكن واتسبديه.",أ
واطر جيبي طراه,يامصيبتاه,Central,"المهمة: اختر السياق الذي قد تُستخدم فيه العبارة.
السؤال: في أي حالة قد يقول شخص ما 'واطر جيبي طراه'؟
الخيارات:
أ) عند رؤية شيء مذهل
ب) عند التعرض لموقف صعب
ج) عند النجاح في امتحان
د) عند تلقي هدية",ب
واكدربة كدربة بياع الشوربة,هي من الاهازيج الحجازية القديمة التي يقولها الاطفال اثناء اللعب بالارجوحة خصوصا في شهر رمضان,Western,"المهمة: حدد السياق الذي يمكن استخدام العبارة فيه.
السؤال: في أي مناسبة يمكن أن تُستخدم عبارة 'واكدربة كدربة بياع الشوربة'؟
الخيارات:
أ) في حفلات الزفاف
ب) في الأعياد
ج) في الأوقات العادية
د) في المناسبات الرسمية",ب
والنِعمْ,درَج عند اهل الجزيرة العربية وخاصة السعودية  انك اذا قابلت شخص لأول مرة وذكر لك اسمه الكامل ان ترد عليه والنعم (ليس في كل الحالات)، أي انعم بك. ويرد الطرف الآخر انعم بحالك او ما عليك زود,General,"المهمة: اختر الجملة الشائعة التي تستخدم فيها عبارة 'والنِعمْ'.
السؤال: في أي سياق يمكن استخدام عبارة 'والنِعمْ'؟
الخيارات:
أ) عند ذكر الاسم الكامل لشخص ما
ب) عند تقديم الطعام
ج) عند شكوى
د) عند وداع شخص",أ
وانا عمك,وانا عمك عباره تقال عند التباهي وتصغير الذي امامك,Central,"المهمة: تحديد السياق المناسب لاستخدام عبارة 'وانا عمك'.
السؤال: في أي سياق يمكن استخدام عبارة 'وانا عمك'؟
الخيارات:
أ) عند اللقاء بشخص جديد
ب) عند النقاش مع الأصدقاء
ج) عند إعلان الخبر السار
د) عند التفاخر عن إنجازات شخصية",د
وجعان,وجعان أي به سقمٌ أو علة ، ويطلق على من يتصرف تصرف غير مقبول,Central,"المهمة: اختر الجملة التي يتم فيها استخدام كلمة 'وجعان' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'وجعان'؟
الخيارات:
أ) الطالب وجعان أثناء الامتحان.
ب) السماء كانت زرقاء.
ج) الفتاة تلعب في الحديقة.
د) الرجل واثق من نفسه.",أ
وجهه مغسول بمرق,تقال للشخص عديم الحياء والذي لا يخجل من ارتكاب العيب امام الناس.,General,"المهمة: أكمل جملة توضح استخدام العبارة في سياقها.
السؤال: في الحارة، يقول الناس: 'منصور ____ فلا تشره عليه' عند الإشارة إلى تصرفاته.
الخيارات:
أ) ما يسوي شيء
ب) وجهه مغسول بمرق
ج) خريج جامعة
د) طيب القلب",ب
وحشتيني مرة,انا احبك،وحشتيني مرة,General,"المهمة: اختر السياق الصحيح لاستخدام العبارة 'وحشتيني مرة'.
السؤال: في أي موقف يمكن استعمال العبارة 'وحشتيني مرة'؟
الخيارات:
أ) عند رؤية صديق بعد فترة طويلة
ب) عند الانتقال إلى مدينة جديدة
ج) عند شراء هدية
د) عند الحديث عن الطقس",أ
ياخي وخر,بمعنى ابتعد عني او ابتعد عن طريقي,Western,"المهمة: اختر الجملة التي تستخدم فيها العبارة بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم فيها عبارة 'ياخي وخر'  بشكل صحيح؟
الخيارات:
أ) وخر من قدامي.
ب) وخر في المكتب.
ج) وخر في السيارة.
د) وخر مع أصدقائك.",أ
ودي به,ودي به بمعني : اريد ابي_ اعطني او كيفي,General,"المهمة: اختر الجملة الأنسب لاستخدام كلمة عبارة 'ودي به'.
السؤال: أي من الجمل التالية تُظهر استخدام عبارة 'ودي به' بشكل صحيح؟
الخيارات:
أ) ودي ألعب مع أصحابي.
ب) ودي اكره المدرسة.
ج) ودي أنا مشغول الآن.
د) أحب الطعام.",أ
وراو تسذا,وراو تسذا تعني لماذا هكذا ؟ وعادة مايستخدمها القصمان أي اهالي منطقة القصيم .,Central,"المهمة: حدد السياق الذي يمكن استخدام عبارة 'وراو تسذا' فيه.
السؤال: في أي موقف يمكن لشخص أن يستخدم عبارة 'وراو تسذا'؟
الخيارات:
أ) أثناء الحديث عن المذاكرة
ب) عند سؤال صديق عن سبب تأخره
ج) عند استقبال الضيوف
د) أثناء تناول الطعام",ب
وسع الصدر,فرح طالع ضاق الصدر ، استانس,General,"المهمة: اختر السياق الصحيح لاستخدام عبارة 'وسع الصدر'.
السؤال: في أي سياق يمكن استخدام عبارة 'وسع الصدر'؟
الخيارات:
أ) ما حدث عندما أخبرتك بخبر عالق
ب) عندما تشعر بالغضب
ج) خلال مباراة كرة قدم
د) عند تسلم هدية",أ
وَشْ تِحَسْ بَهْ ؟,بماذا تشعر وأنت تفعل هذا الفعل ؟ أو بماذا شعرت ؟ أو ما هو شعورك ؟,Western,"المهمة: اختر الاستخدام المناسب لعبارة 'وَشْ تِحَسْ بَهْ ؟'.
السؤال: متى يمكن استخدام عبارة 'وَشْ تِحَسْ بَهْ ؟' بشكل مناسب؟
الخيارات:
أ) عند سؤال شخص عن رأيه في المكان
ب) عند سؤال شخص عن مشاعره
ج) عند التحدث عن الطقس
د) عند سؤال شخص عن خططه غداً",ب
وش تحس فيه ؟,عبارة تستخدم عند التعبير في حالة الاندهاش من فعل غريب من أحد الأشخاص . أو احد الأشخاص يسوي شيء ماله داعي وغريب .,Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر إجابة واحدة دون أي ملاحظات إضافية. 
السؤال: ما الجملة التي تلائم استخدام عبارة ""وش تحس فيه؟""؟ 
الخيارات: 
A) عند رؤية شخص يتحدث بالفصحى معك في سوق شعبي. 
B) عندما يسألك صديق عن نوع الطعام المفضل لديك. 
C) عندما تشاهد برنامجًا ترفيهيًا على التلفاز. 
D) عندما تخبر أصدقائك عن رحلتك الأخيرة.",A
وش حيفك؟,"""وش حيفك؟"" تعني ما الفرق بينك وبيننا؟ وهنا تُقال للشخص الذي الذي يحاول التبهاي بين الناس بشيء أو أخذ شيئاً ولم يستطع الآخر أخذه فيقول ""وش حيف ذاك ياخذ وانا ما أخذ؟""",Central,"المهمة: اختر الجملة التي يمكن استخدام 'وش حيفك؟' فيها.
السؤال: في أي السياقات يمكن استخدام عبارة 'وش حيفك؟'؟
الخيارات:
أ) عند المناقشة عن الفروقات الاجتماعية.
ب) عند السؤال عن الاتجاهات.
ج) عند الحديث عن الطقس.
د) عند التعرف على الأصدقاء.",أ
وش عبيت,كلمة تقال اكثر الاحيان في المنطقه الجنوبيه والباديه خاصة من اهل الجنوب ومعناها ماذا فعلت,Southern,"المهمة: اختر السياق الصحيح الذي يمكن استخدامه فيه.
السؤال: في أي سياق يمكن أن تُستخدم عبارة 'وش عبيت'؟
الخيارات:
أ) عندما تسأل عن الطعام
ب) عندما تسأل عن الأنشطة
ج) عندما تسأل عن الوقت
د) عندما تسأل عن المكان",ب
وش لونك,كيف حالك ؟,Eastern,"المهمة: اختر الاستخدام الصحيح لعبارة 'وش لونك' في الحوار.
السؤال: أي من المحادثات التالية تستخدم فيها عبارة 'وش لونك' بشكل صحيح؟
الخيارات:
أ) 'كيف حالك؟ وش لونك؟'
ب) 'إن شاء الله نتقابل.'
ج) 'ما الذي يجعلك سعيدًا؟'
د) 'ما أخبار العمل؟'
الإجابة الصحيحة:",
في أمان الله,يعني مع السلامه بطلع او بمشي,Western,"المهمة: اختر السياق الصحيح لاستخدام العبارة.
السؤال: في أي مناسبة قد يستخدم الشخص العبارة 'وش نقول شبابب مع السلامة شباب'؟
الخيارات:
أ) عند الاجتماع مع الأصدقاء
ب) عند انتهاء العمل
ج) عند قول وداع
د) عند بدء الدرس",ج
وش يحس به,يعني: ماذ يحس فيه تقال للذي يعمل شيئا غريبا يذهل الكل فيقولون له وش يحس به فلان؟,Western,"المهمة: اختر الجملة التي تستخدم فيها عبارة 'وش يحس به' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر بشكل صحيح عن استخدام العبارة؟
الخيارات:
أ) أنا آكل الآن، وش يحس به؟
ب) محمد جاء مع أصدقائه اليوم، وش يحس به؟
ج) هل تعرف وش يحس به الان؟
د) علينا أن نذهب، وش يحس به الطقس؟",ب
وش يقالك,تأتي بمعنى وش تحس به,Central,"المهمة: اختر الجملة الصحيحة التي تستخدم عبارة 'وش يقالك' في سياق مناسب.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لعبارة 'وش يقالك'؟
الخيارات:
أ) وش يقالك ما أكلت معنا؟
ب) وش يقالك في المدرسة؟
ج) وش يقالك أنت تلعب؟
د) وش يقالك أين ذهبت؟",أ
وشلونك (وش لونك),كيف حالك,Central,"المهمة: حدد السياق الذي تُستخدم فيه عبارة 'وشلونك'.
السؤال: في أي موقف مناسب يستخدم الناس عبارة 'وشلونك'؟
الخيارات:
أ) عند الاجتماع مع الأصدقاء
ب) أثناء الذهاب إلى المستشفى
ج) في المكتب مع الزملاء
د) أثناء قيادة السيارة",أ
فلان رقله,غير كامل العقل,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (فلان رقله) استخدامًا صحيحًا؟
الخيارات:
أ) فلان رقله يسوي تصرفات غريبة
ب) فلان رقله في التقرير الطبي
ج) فلان رقله في خطاب رسمي
د) فلان رقله أثناء الترحيب بالضيوف",أ
صام الخشة,تقال على الشخص لشدة تركيزه في أمر ما,Central,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (صام الخشة) استخدامًا صحيحًا؟
الخيارات:
أ) يوم يشتغل على المشروع صام الخشة وما يسمع أحد
ب) صام الخشة في خطاب رسمي
ج) صام الخشة أثناء الترحيب بالضيوف
د) صام الخشة في إعلان تجاري",أ
ولد العكاريت,ولد العكاريت تقال للمراهق المتمرّد على أهله ، وأظنها من العفاريت أو من عكر : ذكر ابن دريد : تعاكر القوم: اختلطوا في خصومةٍ أو نَحْوها. أو المعكرين صفو شيء ما فهو ابنهم,Central,"المهمة: حدد الاستخدام الصحيح للتعبير في سياق الجملة.
السؤال: كيف يمكنك استخدام 'ولد العكاريت' في جملة؟
الخيارات:
أ) كانت خالتي تحب عائلتها
ب) متحسرا: آه يا ولد العكاريت
ج) أحتاج إلى الدراسة
د) الطقس جميل اليوم",ب
وه بس,وه بس هي للاعجاب بشي ما او إذا لم يعجبك شي ما يعني في كل الحالتين صحيحه,Central,"المهمة: حدد الاستخدام الصحيح لعبارة 'وه بس'.
السؤال: في أي سياق يمكن استخدام عبارة 'وه بس'؟
الخيارات:
أ) عند إبداء إعجابك بشيء
ب) عند اتخاذ قرار
ج) عند الشك في أمر ما
د) عند تقديم الاعتذار",أ
وه يا ندامة,تقال للتعبير عن الصدمة عند سماع خبر مفاجئ,Western,"المهمة: اختر السياق المناسب لاستخدام العبارة 'وه يا ندامة'.
السؤال: في أي حالة يمكن أن تستخدم عبارة 'وه يا ندامة'؟
الخيارات:
أ) عند الفوز في مسابقة
ب) عند تلقي خبر صادم
ج) عند مساعدة شخص آخر
د) عند الاستمتاع بموسم أعياد",ب
وهاتك يا,يعني قعد يسوي شي ويباالغ فيه بزياادة.,Western,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: أي جملة يمكن استخدامها بشكل طبيعي مع عبارة ""وهاتك يا""؟ 
الخيارات: 
A) ""رحت للمتجر وبعتلي القميص."" 
B) ""شفت كيف كان يتراقص ويهز جسمه ووهاتك يا مبالغ."" 
C) ""تمشيت في الشارع ولم ألتقِ بأحد."" 
D) ""قرأ الكتاب حتى النهاية.""",B
ويش اللي حارق رزك؟,بطريقة تهكمية أي لماذا أنت غيران وغضبان.,Central,"المهمة: حدد الاستخدام الصحيح للعبارة في سياق محادثة.
السؤال: في أي موقف قد تُستخدم العبارة 'ويش اللي حارق رزك؟'؟
الخيارات:
أ) عندما يناقش شخص ما نجاحه.
ب) عندما يتحدث شخص عن مشكلة لديه.
ج) عندما يستفسر شخص عن حالة الطقس.
د) عندما يحكي شخص قصة مضحكة.",ب
وين هوبه,كلمة تعني اين هو أو اين مكانه هذه الكلمة تجدها مستخدمة عند أهل القصيم ومنتشرة ايضاً عند معظم سكان القصيم,Central,"المهمة: اختر الجملة التي تُظهر الاستخدام الصحيح للعبارة.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لعبارة 'وين هوبه'؟
الخيارات:
أ) وين هوبه المفتاح ياولدي؟
ب) وين تروح اليوم؟
ج) كيف حالك هوبه؟
د) وين كان اللقاء؟
الإجابة الصحيحة:",
وينتس بوه,وتعني اين انتي,Central,"المهمة: اختر السياق الأنسب لاستخدام العبارة.
السؤال: في أي حالة يُستخدم التعبير 'وينتس بوه'؟
الخيارات:
أ) عند التحدث مع صديق عن أحواله
ب) عند سؤال شخص عن مكانه
ج) عند التعبير عن الشوق
د) عند تقديم دعوة",ب
الجو يهبل,الجو جميل اليوم,Western,"المهمة: اختر السياق المناسب لاستخدام العبارة 'الجو يهبل'.
السؤال: في أي موقف يمكن استخدام عبارة 'الجو يهبل'؟
الخيارات:
أ) عند الإشارة إلى فصل الشتاء
ب) في صباح يوم مشمس
ج) في ليلة ضبابية
د) عند الحديث عن فصل الصيف الحار",ب
